Time,Dissipation Rate Incompressible,Dissipation Rate Compressible,Ekin incomp,Ekin comp,Enstrophy comp,DR_u,DR_S,DR_Sd,DR_p,Maximum Vorticity,Mean Temperature,uprime,Mean Entropy,ED_S,ED_D
0.17477251037430E+00001, 0.64307307945196E-00003, 0.62469648490849E-00003, 0.12415622483596E+00000, 0.12411988922705E+00000, 0.51452045248545E+00000, 0.64307257110911E-00003, 0.64307307945196E-00003, 0.64307274055672E-00003, -.18376255648227E-00004, 0.16066426088381E+00001, 0.10000056923568E+00001, 0.28769917719262E+00000, -.10671753442533E+00002, 0.64307206276629E-00003, 0.67779044159248E-00009
0.17783086992432E+00001, 0.65026002740275E-00003, 0.62734230573459E-00003, 0.12413781974339E+00000, 0.12410073835030E+00000, 0.52026792123689E+00000, 0.65025911823143E-00003, 0.65026002740275E-00003, 0.65025942128855E-00003, -.22917115553964E-00004, 0.16347299770371E+00001, 0.10000058151951E+00001, 0.28767785193788E+00000, -.10671753722051E+00002, 0.65025820906008E-00003, 0.12122284448237E-00008
0.18088878325684E+00001, 0.65763515159862E-00003, 0.63106995582612E-00003, 0.12411906371429E+00000, 0.12408150840935E+00000, 0.52616543299982E+00000, 0.65763412839953E-00003, 0.65763515159862E-00003, 0.65763446946588E-00003, -.26564513639764E-00004, 0.16634831362420E+00001, 0.10000059389355E+00001, 0.28765611844040E+00000, -.10671754004728E+00002, 0.65763310520038E-00003, 0.13642655152417E-00008
0.18394629005535E+00001, 0.66520247124490E-00003, 0.64087145478297E-00003, 0.12409986752435E+00000, 0.12406208144766E+00000, 0.53221670742248E+00000, 0.66520172900593E-00003, 0.66520247124490E-00003, 0.66520197641894E-00003, -.24330521635968E-00004, 0.16930083992569E+00001, 0.10000060622004E+00001, 0.28763387320730E+00000, -.10671754290649E+00002, 0.66520098676697E-00003, 0.98965195379961E-00009
0.18700340809201E+00001, 0.67296603722422E-00003, 0.65581315875223E-00003, 0.12408029494282E+00000, 0.12404226687628E+00000, 0.53842514098012E+00000, 0.67296570585833E-00003, 0.67296603722422E-00003, 0.67296581631363E-00003, -.17152657561399E-00004, 0.17233525144400E+00001, 0.10000061852613E+00001, 0.28761119002665E+00000, -.10671754579904E+00002, 0.67296537449249E-00003, 0.44182115429991E-00009
0.19006004550703E+00001, 0.68092907123578E-00003, 0.66968836798227E-00003, 0.12406048213199E+00000, 0.12402199790775E+00000, 0.54479288600249E+00000, 0.68092880775467E-00003, 0.68092907123578E-00003, 0.68092889558171E-00003, -.11240527599431E-00004, 0.17544781325929E+00001, 0.10000063093494E+00001, 0.28758822661576E+00000, -.10671754872573E+00002, 0.68092854427356E-00003, 0.35130817501896E-00009
0.19311618443438E+00001, 0.68909387627777E-00003, 0.67727467976928E-00003, 0.12404048817952E+00000, 0.12400139598668E+00000, 0.55132175490042E+00000, 0.68909337328449E-00003, 0.68909387627777E-00003, 0.68909354094892E-00003, -.11818861179644E-00004, 0.17863446122114E+00001, 0.10000064351073E+00001, 0.28756505139941E+00000, -.10671755168737E+00002, 0.68909287029120E-00003, 0.67065771344774E-00009
0.19617182466993E+00001, 0.69746282915400E-00003, 0.67871172377788E-00003, 0.12402026207638E+00000, 0.12398067008871E+00000, 0.55801370983416E+00000, 0.69746207532114E-00003, 0.69746282915400E-00003, 0.69746232659874E-00003, -.18750602820860E-00004, 0.18190581677321E+00001, 0.10000065621723E+00001, 0.28754160519407E+00000, -.10671755468487E+00002, 0.69746132148828E-00003, 0.10051104791872E-00008
0.19922675282601E+00001, 0.70603842046472E-00003, 0.68148007613861E-00003, 0.12399970502397E+00000, 0.12395990912404E+00000, 0.56487044195326E+00000, 0.70603748768954E-00003, 0.70603842046472E-00003, 0.70603779861461E-00003, -.24557722476004E-00004, 0.18526088704754E+00001, 0.10000066899449E+00001, 0.28751777339146E+00000, -.10671755771889E+00002, 0.70603655491437E-00003, 0.12437002405379E-00008
0.20000000000000E+00001, 0.70824470911596E-00003, 0.68340424590399E-00003, 0.12399443601115E+00000, 0.12395463254415E+00000, 0.56663446822157E+00000, 0.70824377348422E-00003, 0.70824470911596E-00003, 0.70824408536146E-00003, -.24839839457470E-00004, 0.18612522412379E+00001, 0.10000067223710E+00001, 0.28751166470383E+00000, -.10671755849286E+00002, 0.70824283785245E-00003, 0.12475090163775E-00008
0.20227149513576E+00001, 0.71479568253379E-00003, 0.69243083164923E-00003, 0.12397879274836E+00000, 0.12393901548547E+00000, 0.57187229293393E+00000, 0.71479488145597E-00003, 0.71479568253379E-00003, 0.71479514848190E-00003, -.22364316832677E-00004, 0.18868763522245E+00001, 0.10000068178826E+00001, 0.28749352775134E+00000, -.10671756078076E+00002, 0.71479408037808E-00003, 0.10681038071666E-00008
0.20532499817695E+00001, 0.72379232196599E-00003, 0.70949340388036E-00003, 0.12395741497022E+00000, 0.12391761770695E+00000, 0.57906562549505E+00000, 0.72379186701195E-00003, 0.72379232196599E-00003, 0.72379201866332E-00003, -.14298614782958E-00004, 0.19220354186390E+00001, 0.10000069472866E+00001, 0.28746874029503E+00000, -.10671756389044E+00002, 0.72379141205791E-00003, 0.60660536046763E-00009
0.20837780270945E+00001, 0.73300548594948E-00003, 0.72468258626727E-00003, 0.12393577498187E+00000, 0.12389571131262E+00000, 0.58643202898503E+00000, 0.73300518462199E-00003, 0.73300548594948E-00003, 0.73300528506451E-00003, -.83226987972374E-00005, 0.19580360657118E+00001, 0.10000070786389E+00001, 0.28744364662993E+00000, -.10671756703941E+00002, 0.73300488329450E-00003, 0.40176997594469E-00009
0.21142990260152E+00001, 0.74243859115132E-00003, 0.73198130314257E-00003, 0.12391399931188E+00000, 0.12387345936859E+00000, 0.59397422973689E+00000, 0.74243815119627E-00003, 0.74243859115132E-00003, 0.74243829784796E-00003, -.10456994705383E-00004, 0.19948121033986E+00001, 0.10000072124639E+00001, 0.28741839341730E+00000, -.10671757022855E+00002, 0.74243771124120E-00003, 0.58660674471960E-00009
0.21448130212113E+00001, 0.75209411142547E-00003, 0.73266547164611E-00003, 0.12389206334132E+00000, 0.12385110498981E+00000, 0.60169409469082E+00000, 0.75209343286175E-00003, 0.75209411142547E-00003, 0.75209365904967E-00003, -.19428187403558E-00004, 0.20324432462026E+00001, 0.10000073482120E+00001, 0.28739295206078E+00000, -.10671757345878E+00002, 0.75209275429808E-00003, 0.90475162297333E-00009
0.21753191317517E+00001, 0.76197416492764E-00003, 0.73550966447838E-00003, 0.12386976515502E+00000, 0.12382873015114E+00000, 0.60959282636345E+00000, 0.76197322938957E-00003, 0.76197416492764E-00003, 0.76197354123561E-00003, -.26463876757230E-00004, 0.20711410247240E+00001, 0.10000074844166E+00001, 0.28736708829767E+00000, -.10671757673097E+00002, 0.76197229385150E-00003, 0.12473840839223E-00008
0.22058175067762E+00001, 0.77208121340672E-00003, 0.74862023187353E-00003, 0.12384686215084E+00000, 0.12380612647508E+00000, 0.61767275313241E+00000, 0.77208029919424E-00003, 0.77208121340672E-00003, 0.77208060393172E-00003, -.23460372058186E-00004, 0.21107019314812E+00001, 0.10000076200666E+00001, 0.28734052058008E+00000, -.10671758004606E+00002, 0.77207938498180E-00003, 0.12189499565015E-00008
0.22363085200372E+00001, 0.78241880135077E-00003, 0.76917715932367E-00003, 0.12382335090902E+00000, 0.12378299429503E+00000, 0.62593752178892E+00000, 0.78241831975384E-00003, 0.78241880135077E-00003, 0.78241848028614E-00003, -.13241320962468E-00004, 0.21510079056483E+00001, 0.10000077560226E+00001, 0.28731324474520E+00000, -.10671758340509E+00002, 0.78241783815689E-00003, 0.64212925215702E-00009
0.22667923975594E+00001, 0.79299178703460E-00003, 0.78847583724483E-00003, 0.12379953005803E+00000, 0.12375924013041E+00000, 0.63439062756074E+00000, 0.79299151308532E-00003, 0.79299178703460E-00003, 0.79299160440176E-00003, -.45157671569251E-00005, 0.21927749858733E+00001, 0.10000078944515E+00001, 0.28728560708586E+00000, -.10671758680905E+00002, 0.79299123913604E-00003, 0.36526570656788E-00009
0.22972693062608E+00001, 0.80380309149198E-00003, 0.80072607208404E-00003, 0.12377564001212E+00000, 0.12373500070231E+00000, 0.64303408379872E+00000, 0.80380266972400E-00003, 0.80380309149198E-00003, 0.80380281031332E-00003, -.30767382292809E-00005, 0.22349649721797E+00001, 0.10000080363714E+00001, 0.28725788647383E+00000, -.10671759025884E+00002, 0.80380224795597E-00003, 0.56235733143374E-00009
0.23277390114189E+00001, 0.81485426940331E-00003, 0.80435199466876E-00003, 0.12375159508745E+00000, 0.12371052893185E+00000, 0.65186891770849E+00000, 0.81485366595363E-00003, 0.81485426940331E-00003, 0.81485386710351E-00003, -.10501872434748E-00004, 0.22789286651943E+00001, 0.10000081804603E+00001, 0.28722998344817E+00000, -.10671759375543E+00002, 0.81485306250396E-00003, 0.80459957445610E-00009
0.23582017136680E+00001, 0.82614859906551E-00003, 0.80510234506253E-00003, 0.12372710504802E+00000, 0.12368602075320E+00000, 0.66089718779716E+00000, 0.82614773238028E-00003, 0.82614859906551E-00003, 0.82614802127535E-00003, -.21045676212819E-00004, 0.23232529066690E+00001, 0.10000083247028E+00001, 0.28720156110070E+00000, -.10671759729980E+00002, 0.82614686569507E-00003, 0.11555803796877E-00008
0.23886579000826E+00001, 0.83768984587279E-00003, 0.81286643593990E-00003, 0.12370196722334E+00000, 0.12366140864967E+00000, 0.67012256653453E+00000, 0.83768885117310E-00003, 0.83768984587279E-00003, 0.83768918273960E-00003, -.24822746799705E-00004, 0.23691560772303E+00001, 0.10000084688285E+00001, 0.28717238402899E+00000, -.10671760089301E+00002, 0.83768785647343E-00003, 0.13262663293513E-00008
0.24191067774507E+00001, 0.84948069481953E-00003, 0.83018443503018E-00003, 0.12367628897951E+00000, 0.12363641260270E+00000, 0.67954850602300E+00000, 0.84948008039646E-00003, 0.84948069481953E-00003, 0.84948028520406E-00003, -.19295850173878E-00004, 0.24157284027812E+00001, 0.10000086147758E+00001, 0.28714257664038E+00000, -.10671760453600E+00002, 0.84947946597341E-00003, 0.81923091054410E-00009
0.24495479411247E+00001, 0.86152474535468E-00003, 0.85133205158008E-00003, 0.12365038061572E+00000, 0.12361082024133E+00000, 0.68917717936516E+00000, 0.86152444000457E-00003, 0.86152474535468E-00003, 0.86152454178781E-00003, -.10192490207729E-00004, 0.24639518444635E+00001, 0.10000087645496E+00001, 0.28711249899150E+00000, -.10671760822967E+00002, 0.86152413465451E-00003, 0.40713372263098E-00009
0.24799817341023E+00001, 0.87382513343425E-00003, 0.87015443577332E-00003, 0.12362433510416E+00000, 0.12358461065470E+00000, 0.69900999065304E+00000, 0.87382468335909E-00003, 0.87382513343425E-00003, 0.87382483338395E-00003, -.36703976106275E-00005, 0.25128278154216E+00001, 0.10000089178066E+00001, 0.28708225894815E+00000, -.10671761197501E+00002, 0.87382423328385E-00003, 0.60010067505467E-00009
0.25000000000000E+00001, 0.88206154160803E-00003, 0.87822599613903E-00003, 0.12360701776563E+00000, 0.12356710343692E+00000, 0.70559386419733E+00000, 0.88206103579083E-00003, 0.88206154160803E-00003, 0.88206120439631E-00003, -.38352082572738E-00005, 0.25461078236236E+00001, 0.10000090194774E+00001, 0.28706215095415E+00000, -.10671761446773E+00002, 0.88206052997371E-00003, 0.67442340956134E-00009
0.25102682332949E+00001, 0.88632568723952E-00003, 0.88064146639478E-00003, 0.12359804876831E+00000, 0.12355807226314E+00000, 0.70900239514086E+00000, 0.88632517404967E-00003, 0.88632568723952E-00003, 0.88632534511267E-00003, -.56838787178845E-00005, 0.25630233262614E+00001, 0.10000090716741E+00001, 0.28705173606664E+00000, -.10671761575545E+00002, 0.88632466085977E-00003, 0.68425378849822E-00009
0.25406882245355E+00001, 0.89914706085903E-00003, 0.88407009781886E-00003, 0.12357108638347E+00000, 0.12353122567471E+00000, 0.71925057114311E+00000, 0.89914633838447E-00003, 0.89914706085903E-00003, 0.89914657920888E-00003, -.15076481390026E-00004, 0.26148094600547E+00001, 0.10000092262909E+00001, 0.28702042480571E+00000, -.10671761960703E+00002, 0.89914561590990E-00003, 0.96330032909129E-00009
0.25711022695786E+00001, 0.91223627033963E-00003, 0.89174600846888E-00003, 0.12354354992656E+00000, 0.12350424448270E+00000, 0.72971266459062E+00000, 0.91223524549927E-00003, 0.91223627033963E-00003, 0.91223558711208E-00003, -.20489578643204E-00004, 0.26678163720254E+00001, 0.10000093815380E+00001, 0.28698844335218E+00000, -.10671762351355E+00002, 0.91223422065894E-00003, 0.13664551034727E-00008
0.26015112504196E+00001, 0.92559547493363E-00003, 0.90875727629157E-00003, 0.12351552179647E+00000, 0.12347688817375E+00000, 0.74039167123374E+00000, 0.92559473189589E-00003, 0.92559547493363E-00003, 0.92559497957426E-00003, -.16837703282689E-00004, 0.27219182668710E+00001, 0.10000095388518E+00001, 0.28695588719810E+00000, -.10671762747617E+00002, 0.92559398885814E-00003, 0.99071878721073E-00009
0.26319138372435E+00001, 0.93922811997162E-00003, 0.93026239770123E-00003, 0.12348712108451E+00000, 0.12344893625088E+00000, 0.75128952027535E+00000, 0.93922775732026E-00003, 0.93922811997162E-00003, 0.93922787820282E-00003, -.89654805015922E-00005, 0.27775329233115E+00001, 0.10000096993258E+00001, 0.28692289450246E+00000, -.10671763149575E+00002, 0.93922739466888E-00003, 0.48353764553850E-00009
0.26623092548961E+00001, 0.95313872817382E-00003, 0.95048208662217E-00003, 0.12345835428297E+00000, 0.12342034235524E+00000, 0.76240892438737E+00000, 0.95313832678175E-00003, 0.95313872817382E-00003, 0.95313846057739E-00003, -.26563739552199E-00005, 0.28354318718900E+00001, 0.10000098630598E+00001, 0.28688947265799E+00000, -.10671763557324E+00002, 0.95313792538977E-00003, 0.53519272193326E-00009
0.26926978153058E+00001, 0.96733092264414E-00003, 0.96331428125640E-00003, 0.12342915555642E+00000, 0.12339123827611E+00000, 0.77375320709189E+00000, 0.96733046717164E-00003, 0.96733092264414E-00003, 0.96733061899355E-00003, -.40163377371475E-00005, 0.28936265993110E+00001, 0.10000100293951E+00001, 0.28685554501225E+00000, -.10671763970973E+00002, 0.96733001169920E-00003, 0.60730114196673E-00009
0.27230793788576E+00001, 0.98180900298847E-00003, 0.96785462406183E-00003, 0.12339958146931E+00000, 0.12336189088766E+00000, 0.78532525021391E+00000, 0.98180837893436E-00003, 0.98180900298847E-00003, 0.98180858694944E-00003, -.13953962887617E-00004, 0.29545839410342E+00001, 0.10000101977811E+00001, 0.28682117712297E+00000, -.10671764390633E+00002, 0.98180775488035E-00003, 0.83207801266992E-00009
0.27534547618302E+00001, 0.99657798027350E-00003, 0.97501945590309E-00003, 0.12336968202289E+00000, 0.12333240676654E+00000, 0.79712870898522E+00000, 0.99657693450846E-00003, 0.99657798027350E-00003, 0.99657728309289E-00003, -.21557827189805E-00004, 0.30171887013512E+00001, 0.10000103681671E+00001, 0.28678642694857E+00000, -.10671764816426E+00002, 0.99657588874338E-00003, 0.13943611117047E-00008
0.27838249723319E+00001, 0.10116417935550E-00002, 0.99333060247183E-00003, 0.12333930447133E+00000, 0.12330254389837E+00000, 0.80916849433610E+00000, 0.10116408899252E-00002, 0.10116417935550E-00002, 0.10116411911302E-00002, -.18310588658345E-00004, 0.30807766673171E+00001, 0.10000105408518E+00001, 0.28675111679100E+00000, -.10671765248484E+00002, 0.10116399862954E-00002, 0.12048496316400E-00008
0.28141907811934E+00001, 0.10270069179273E-00002, 0.10181619049069E-00002, 0.12330828937707E+00000, 0.12327200935545E+00000, 0.82145005135579E+00000, 0.10270064993894E-00002, 0.10270069179273E-00002, 0.10270066388957E-00002, -.88447339888581E-00005, 0.31480174494827E+00001, 0.10000107162587E+00001, 0.28671506108222E+00000, -.10671765686934E+00002, 0.10270060808514E-00002, 0.55806319386306E-00009
0.28445506658375E+00001, 0.10426798823350E-00002, 0.10418243992924E-00002, 0.12327664015950E+00000, 0.12324072691753E+00000, 0.83397740715491E+00000, 0.10426794713686E-00002, 0.10426798823350E-00002, 0.10426796083496E-00002, -.85520905720236E-00006, 0.32169502276477E+00001, 0.10000108943356E+00001, 0.28667826351678E+00000, -.10671766131873E+00002, 0.10426790604022E-00002, 0.54797100969434E-00009
0.28749033306336E+00001, 0.10586649042868E-00002, 0.10573419148041E-00002, 0.12324447518459E+00000, 0.12320884126999E+00000, 0.84675416514245E+00000, 0.10586644403528E-00002, 0.10586649042868E-00002, 0.10586645949877E-00002, -.13226801835569E-00005, 0.32880653508459E+00001, 0.10000110745886E+00001, 0.28664086145627E+00000, -.10671766583403E+00002, 0.10586639764188E-00002, 0.61859829357118E-00009
0.29052496651707E+00001, 0.10749689183343E-00002, 0.10635710945281E-00002, 0.12321197913385E+00000, 0.12317664697987E+00000, 0.85978548842490E+00000, 0.10749683625005E-00002, 0.10749689183343E-00002, 0.10749685477664E-00002, -.11397453238311E-00004, 0.33615890145147E+00001, 0.10000112571619E+00001, 0.28660306945768E+00000, -.10671767041668E+00002, 0.10749678066667E-00002, 0.74113575828832E-00009
0.29355907689926E+00001, 0.10916005815604E-00002, 0.10722456132139E-00002, 0.12317918537367E+00000, 0.12314427030545E+00000, 0.87307790440301E+00000, 0.10915996546157E-00002, 0.10916005815604E-00002, 0.10915999635826E-00002, -.19354350368703E-00004, 0.34377066972137E+00001, 0.10000114428439E+00001, 0.28656492617866E+00000, -.10671767506815E+00002, 0.10915987276708E-00002, 0.12359556392726E-00008
0.29659276713487E+00001, 0.11085672798684E-00002, 0.10932640941279E-00002, 0.12314586632800E+00000, 0.12311145376189E+00000, 0.88663847025010E+00000, 0.11085663288914E-00002, 0.11085672798684E-00002, 0.11085666458662E-00002, -.15302551738246E-00004, 0.35161986123776E+00001, 0.10000116318933E+00001, 0.28652616672595E+00000, -.10671767978991E+00002, 0.11085653779145E-00002, 0.12680045443702E-00008
0.29962611802343E+00001, 0.11258775427595E-00002, 0.11212708952871E-00002, 0.12311183820523E+00000, 0.12307786866818E+00000, 0.90047407553625E+00000, 0.11258769885289E-00002, 0.11258775427595E-00002, 0.11258771732513E-00002, -.46062779642377E-00005, 0.36003316098545E+00001, 0.10000118237869E+00001, 0.28648657700403E+00000, -.10671768458351E+00002, 0.11258764342984E-00002, 0.73901608967481E-00009
0.30000000000000E+00001, 0.11280401544538E-00002, 0.11246246604186E-00002, 0.12310759624782E+00000, 0.12307367013013E+00000, 0.90220254621344E+00000, 0.11280396384421E-00002, 0.11280401544538E-00002, 0.11280398104245E-00002, -.34151500058696E-00005, 0.36105936638098E+00001, 0.10000118476120E+00001, 0.28648164135225E+00000, -.10671768517944E+00002, 0.11280391224304E-00002, 0.68805866058273E-00009
0.30265388727733E+00001, 0.11435111435606E-00002, 0.11450169942085E-00002, 0.12307723682220E+00000, 0.12304353818806E+00000, 0.91456725055524E+00000, 0.11435106905358E-00002, 0.11435111435606E-00002, 0.11435108415191E-00002, 0.15061526893752E-00005, 0.36863095675088E+00001, 0.10000120178621E+00001, 0.28644631471674E+00000, -.10671768944191E+00002, 0.11435102375110E-00002, 0.60408293713115E-00009
0.30568638930365E+00001, 0.11615390815896E-00002, 0.11587178928964E-00002, 0.12304212178130E+00000, 0.12300858068514E+00000, 0.92897495622640E+00000, 0.11615385493486E-00002, 0.11615390815896E-00002, 0.11615387267329E-00002, -.28208338365635E-00005, 0.37762042519991E+00001, 0.10000122154399E+00001, 0.28640544894874E+00000, -.10671769438317E+00002, 0.11615380171077E-00002, 0.70971329556074E-00009
0.30871832427491E+00001, 0.11799433601435E-00002, 0.11650556021562E-00002, 0.12300666078832E+00000, 0.12297334722316E+00000, 0.94368351700654E+00000, 0.11799428160493E-00002, 0.11799433601435E-00002, 0.11799429973798E-00002, -.14887395223541E-00004, 0.38729120808667E+00001, 0.10000124173202E+00001, 0.28636417465449E+00000, -.10671769940038E+00002, 0.11799422719551E-00002, 0.72552738612137E-00009
0.31174974240488E+00001, 0.11987389347569E-00002, 0.11770657576954E-00002, 0.12297078246182E+00000, 0.12293788080282E+00000, 0.95870469242412E+00000, 0.11987380795071E-00002, 0.11987389347569E-00002, 0.11987383645507E-00002, -.21672606855278E-00004, 0.39722599461976E+00001, 0.10000126235262E+00001, 0.28632240855583E+00000, -.10671770449523E+00002, 0.11987372242572E-00002, 0.11404123477542E-00008
0.31478068785132E+00001, 0.12179393054642E-00002, 0.12041139795332E-00002, 0.12293422653056E+00000, 0.12290182928918E+00000, 0.97405008525293E+00000, 0.12179382933479E-00002, 0.12179393054642E-00002, 0.12179386306744E-00002, -.13824651141212E-00004, 0.40779506736709E+00001, 0.10000128324227E+00001, 0.28627984738779E+00000, -.10671770966946E+00002, 0.12179372812314E-00002, 0.13495796253975E-00008
0.31781126035063E+00001, 0.12375593801297E-00002, 0.12375911842635E-00002, 0.12289685223012E+00000, 0.12286482619883E+00000, 0.98973159373521E+00000, 0.12375587090907E-00002, 0.12375593801297E-00002, 0.12375589327185E-00002, 0.32251544982450E-00007, 0.41913359898289E+00001, 0.10000130426946E+00001, 0.28623632687009E+00000, -.10671771492500E+00002, 0.12375580380518E-00002, 0.89482245474821E-00009
0.32084154878757E+00001, 0.12576183333831E-00002, 0.12636448421996E-00002, 0.12285882924587E+00000, 0.12282689948663E+00000, 0.10057626004952E+00001, 0.12576178595207E-00002, 0.12576183333831E-00002, 0.12576180174159E-00002, 0.60268247836679E-00005, 0.43116379896971E+00001, 0.10000132551766E+00001, 0.28619204420094E+00000, -.10671772026387E+00002, 0.12576173856583E-00002, 0.63193418987302E-00009
0.32387162236980E+00001, 0.12781377631082E-00002, 0.12784789059137E-00002, 0.12282037066936E+00000, 0.12278836109077E+00000, 0.10221600148581E+00001, 0.12781372259937E-00002, 0.12781377631082E-00002, 0.12781374049656E-00002, 0.34150094804591E-00006, 0.44395340215355E+00001, 0.10000134719455E+00001, 0.28614724725726E+00000, -.10671772568810E+00002, 0.12781366888793E-00002, 0.71628515064590E-00009
0.32690151828576E+00001, 0.12991415404007E-00002, 0.12881012261207E-00002, 0.12278147441023E+00000, 0.12274947836580E+00000, 0.10389445641115E+00001, 0.12991409804208E-00002, 0.12991415404007E-00002, 0.12991411670065E-00002, -.11039940885883E-00004, 0.45760983576881E+00001, 0.10000136941653E+00001, 0.28610193336202E+00000, -.10671773119978E+00002, 0.12991404204408E-00002, 0.74678847146656E-00009
