# Enstrophy and kinetic energy data from a 3D Taylor-Green vortex simulation performed using the OpenSBLI code and a uniform 512 x 512 x 512 grid of solution points. The simulation setup follows that of DeBonis (2013):
#
# J. DeBonis (2013). Solutions of the Taylor-Green Vortex Problem Using High-Resolution Explicit Finite Difference Methods, in: 51st AIAA Aerospace Sciences Meeting including the New Horizons Forum and Aerospace Exposition, Aerospace Sciences Meetings. doi:10.2514/6.2013-382
#
# The data is written every 100 iterations.
# Columns: Non-dimensional time, integral of kinetic energy, integral of enstrophy.
#
# Copyright (C) 2016 Satya P. Jammy, Christian T. Jacobs, Neil D. Sandham

6.98199 0.1072 5.84636
7.0243 0.106887 5.89507
7.06661 0.106571 5.95215
7.10892 0.106252 6.01723
7.15124 0.105929 6.09011
7.19355 0.105603 6.1709
7.23586 0.105272 6.25977
7.27817 0.104936 6.35658
7.32049 0.104595 6.46068
7.3628 0.104248 6.57064
7.40511 0.103894 6.68401
7.44742 0.103536 6.79773
7.48974 0.103172 6.90898
7.53205 0.102801 7.01608
7.57436 0.102425 7.11878
7.61667 0.102044 7.21785
7.65899 0.101657 7.31462
7.7013 0.101265 7.41108
7.74361 0.100868 7.50972
7.78592 0.100466 7.61329
7.82824 0.100058 7.72333
7.87055 0.0996446 7.8403
7.91286 0.0992244 7.96324
7.95517 0.0987975 8.09005
7.99749 0.0983639 8.21842
8.0398 0.0979235 8.3459
8.08211 0.0974765 8.47003
8.12442 0.0970235 8.58871
8.16674 0.0965638 8.70092
8.20905 0.0960981 8.8056
8.25136 0.0956273 8.90231
8.29367 0.0951512 8.99186
8.33599 0.0946706 9.07755
8.3783 0.0941856 9.16382
8.42061 0.0936961 9.25584
8.46292 0.0932006 9.35873
8.50524 0.0927007 9.47466
8.54755 0.0921933 9.6005
8.58986 0.0916792 9.7294
8.63217 0.0911584 9.85129
8.67449 0.0906317 9.95559
8.7168 0.0900997 10.0355
8.75911 0.089564 10.0913
8.80142 0.0890261 10.1274
8.84374 0.0884866 10.1502
8.88605 0.0879457 10.1663
8.92836 0.0874041 10.179
8.97067 0.0868624 10.1856
9.01299 0.08632 10.1799
9.0553 0.0857784 10.1553
9.09761 0.0852389 10.1093
9.13992 0.0847018 10.0433
9.18224 0.084169 9.96036
9.22455 0.0836408 9.86254
9.26686 0.0831185 9.75182
9.30917 0.0826014 9.6341
9.35149 0.0820918 9.52056
9.3938 0.0815874 9.42176
9.43611 0.0810882 9.34308
9.47842 0.0805928 9.284
9.52074 0.0800995 9.24019
9.56305 0.0796085 9.20637
9.60536 0.0791198 9.17776
9.64767 0.0786325 9.15049
9.68999 0.0781475 9.1221
9.7323 0.0776625 9.09185
9.77461 0.0771804 9.06056
9.81692 0.0766991 9.02934
9.85924 0.07622 8.99946
9.90155 0.0757417 8.97227
9.94386 0.0752656 8.94895
9.98617 0.0747903 8.93025
10.0285 0.0743157 8.9152
10.0708 0.0738419 8.90119
10.1131 0.0733689 8.88674
10.1554 0.0728969 8.87429
10.1977 0.0724257 8.86468
10.24 0.0719549 8.85366
10.2824 0.0714847 8.83741
10.3247 0.071016 8.81447
10.367 0.0705487 8.78451
10.4093 0.0700829 8.74808
10.4516 0.069619 8.70621
10.4939 0.0691576 8.66046
10.5362 0.0686991 8.61233
10.5785 0.0682432 8.56368
10.6209 0.0677897 8.51592
10.6632 0.0673387 8.46965
10.7055 0.0668903 8.42435
10.7478 0.0664444 8.37891
10.7901 0.0660009 8.33234
10.8324 0.0655597 8.28399
10.8747 0.0651211 8.23414
10.917 0.0646853 8.18385
10.9594 0.0642523 8.13326
11.0017 0.0638218 8.08215
11.044 0.0633939 8.03089
11.0863 0.0629688 7.98015
11.1286 0.0625465 7.92926
11.1709 0.0621268 7.87711
11.2132 0.0617099 7.82429
11.2555 0.0612959 7.77064
11.2979 0.0608847 7.71536
11.3402 0.0604764 7.65829
11.3825 0.0600712 7.60017
11.4248 0.059669 7.54213
11.4671 0.0592701 7.48506
11.5094 0.0588741 7.42962
11.5517 0.0584811 7.37595
11.594 0.0580909 7.32394
11.6364 0.0577034 7.27326
11.6787 0.0573186 7.2233
11.721 0.0569366 7.1734
11.7633 0.0565571 7.12292
11.8056 0.0561804 7.07134
11.8479 0.0558064 7.01815
11.8902 0.0554354 6.96286
11.9325 0.0550674 6.90493
11.9749 0.0547025 6.8439
12.0172 0.0543408 6.77945
12.0595 0.0539827 6.71136
12.1018 0.0536284 6.63938
12.1441 0.0532779 6.5633
12.1864 0.0529316 6.48311
12.2287 0.0525896 6.39902
12.271 0.0522521 6.31146
12.3134 0.0519193 6.22103
12.3557 0.0515915 6.12841
12.398 0.0512686 6.03459
12.4403 0.0509508 5.94089
12.4826 0.0506378 5.84876
12.5249 0.0503298 5.75961
12.5672 0.0500264 5.67465
12.6095 0.0497275 5.59477
12.6519 0.0494326 5.52048
12.6942 0.0491417 5.45182
12.7365 0.0488543 5.38855
12.7788 0.04857 5.33033
12.8211 0.0482888 5.27683
12.8634 0.0480103 5.22779
12.9057 0.0477344 5.18302
12.948 0.0474605 5.14227
12.9904 0.0471889 5.10524
13.0327 0.046919 5.07148
13.075 0.046651 5.04038
13.1173 0.0463845 5.01122
13.1596 0.0461196 4.98333
13.2019 0.045856 4.95616
13.2442 0.0455939 4.92929
13.2865 0.0453332 4.90237
13.3289 0.0450739 4.87523
13.3712 0.0448161 4.84781
13.4135 0.0445597 4.82021
13.4558 0.0443048 4.79255
13.4981 0.0440514 4.76503
13.5404 0.0437995 4.73778
13.5827 0.043549 4.71084
13.625 0.0432999 4.68407
13.6674 0.0430522 4.65737
13.7097 0.042806 4.63053
13.752 0.0425612 4.60335
13.7943 0.0423179 4.5757
13.8366 0.042076 4.54754
13.8789 0.0418356 4.51884
13.9212 0.0415968 4.48963
13.9635 0.0413596 4.45995
14.0059 0.041124 4.4299
14.0482 0.0408898 4.39952
14.0905 0.0406574 4.36891
14.1328 0.0404266 4.33812
14.1751 0.0401975 4.30714
14.2174 0.03997 4.27589
14.2597 0.0397441 4.24426
14.302 0.0395199 4.21208
14.3444 0.0392975 4.17922
14.3867 0.0390769 4.14563
14.429 0.038858 4.11133
14.4713 0.0386409 4.07635
14.5136 0.0384258 4.04077
14.5559 0.0382125 4.00466
14.5982 0.0380012 3.96798
14.6405 0.0377917 3.93065
14.6829 0.0375844 3.89254
14.7252 0.0373792 3.85353
14.7675 0.0371759 3.81354
14.8098 0.0369747 3.77265
14.8521 0.0367758 3.73103
14.8944 0.0365793 3.68898
14.9367 0.0363849 3.64687
14.979 0.0361926 3.60511
15.0214 0.0360025 3.56404
15.0637 0.0358147 3.52396
15.106 0.0356291 3.48512
15.1483 0.0354454 3.44767
15.1906 0.0352635 3.4117
15.2329 0.0350835 3.37721
15.2752 0.0349056 3.3442
15.3175 0.0347294 3.31257
15.3599 0.0345546 3.28218
15.4022 0.0343814 3.25291
15.4445 0.0342098 3.22457
15.4868 0.0340398 3.19702
15.5291 0.0338712 3.17013
15.5714 0.0337038 3.1438
15.6137 0.0335379 3.11799
15.656 0.0333735 3.09268
15.6984 0.0332104 3.06784
15.7407 0.0330485 3.04347
15.783 0.0328878 3.01954
15.8253 0.0327286 2.99602
15.8676 0.0325707 2.97289
15.9099 0.0324138 2.95007
15.9522 0.032258 2.92755
15.9945 0.0321035 2.90528
16.0369 0.0319504 2.88323
16.0792 0.0317983 2.86137
16.1215 0.0316472 2.83969
16.1638 0.0314973 2.81821
16.2061 0.0313487 2.79692
16.2484 0.0312013 2.77584
16.2907 0.0310549 2.75499
16.333 0.0309093 2.73437
16.3754 0.0307651 2.71401
16.4177 0.030622 2.69391
16.46 0.03048 2.67409
16.5023 0.0303388 2.65455
16.5446 0.0301986 2.63531
16.5869 0.0300597 2.61636
16.6292 0.0299218 2.59768
16.6715 0.0297847 2.57929
16.7139 0.0296484 2.56117
16.7562 0.0295133 2.5433
16.7985 0.0293792 2.52566
16.8408 0.0292459 2.50823
16.8831 0.0291135 2.49098
16.9254 0.028982 2.47389
16.9677 0.0288516 2.45695
17.01 0.028722 2.44013
17.0524 0.0285932 2.42343
17.0947 0.0284652 2.40685
17.137 0.0283382 2.3904
17.1793 0.0282122 2.3741
17.2216 0.028087 2.35799
17.2639 0.0279625 2.34211
17.3062 0.0278388 2.32645
17.3485 0.0277162 2.31105
17.3909 0.0275943 2.29588
17.4332 0.0274731 2.28094
17.4755 0.0273526 2.26619
17.5178 0.0272331 2.25158
17.5601 0.0271144 2.23708
17.6024 0.0269964 2.22265
17.6447 0.026879 2.20828
17.687 0.0267624 2.1939
17.7294 0.0266467 2.17948
17.7717 0.0265318 2.165
17.814 0.0264175 2.15046
17.8563 0.026304 2.13585
17.8986 0.0261914 2.12112
17.9409 0.0260795 2.1063
17.9832 0.0259683 2.0914
18.0255 0.0258579 2.07642
18.0679 0.0257485 2.06138
18.1102 0.0256399 2.04627
18.1525 0.0255319 2.03112
18.1948 0.0254248 2.01597
18.2371 0.0253184 2.00083
18.2794 0.0252129 1.98568
18.3217 0.0251083 1.97056
18.364 0.0250043 1.95552
18.4064 0.0249011 1.94054
18.4487 0.0247988 1.92564
18.491 0.0246974 1.91084
18.5333 0.0245966 1.89615
18.5756 0.0244966 1.88159
18.6179 0.0243974 1.86718
18.6602 0.0242989 1.8529
18.7025 0.0242012 1.83876
18.7449 0.0241042 1.82479
18.7872 0.0240081 1.81101
18.8295 0.0239127 1.79737
18.8718 0.0238178 1.78391
18.9141 0.0237236 1.77063
18.9564 0.0236304 1.75755
18.9987 0.0235378 1.74465
19.041 0.0234457 1.73194
19.0834 0.0233543 1.71943
19.1257 0.0232636 1.70713
19.168 0.0231737 1.69503
19.2103 0.0230844 1.68314
19.2526 0.0229956 1.67144
19.2949 0.0229074 1.65995
19.3372 0.0228198 1.64867
19.3795 0.0227329 1.63757
19.4219 0.0226467 1.62665
19.4642 0.0225608 1.6159
19.5065 0.0224755 1.60532
19.5488 0.0223909 1.5949
19.5911 0.0223068 1.58462
19.6334 0.0222232 1.57446
19.6757 0.0221401 1.56442
19.718 0.0220576 1.55449
19.7604 0.0219757 1.54467
19.8027 0.0218942 1.53491
19.845 0.0218132 1.52524
19.8873 0.0217328 1.51564
19.9296 0.0216529 1.5061
19.9719 0.0215734 1.49662
